2026-08-07 16:02:25,111 | INFO | werkzeug | [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
2026-08-07 16:03:01,584 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:01] "GET /static/js/resumo.js HTTP/1.1" 200 -
2026-08-07 16:03:01,584 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:01] "GET /static/js/config.js HTTP/1.1" 200 -
2026-08-07 16:03:01,584 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:01] "GET /static/js/util.js HTTP/1.1" 200 -
2026-08-07 16:03:01,587 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:01] "GET /static/js/estado.js HTTP/1.1" 200 -
2026-08-07 16:03:11,928 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:11] "[32mGET /admin HTTP/1.1[0m" 302 -
2026-08-07 16:03:11,951 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:11] "GET /admin/login HTTP/1.1" 200 -
2026-08-07 16:03:11,980 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:11] "GET /static/css/style.css HTTP/1.1" 200 -
2026-08-07 16:03:11,988 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:11] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:03:21,198 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "[32mPOST /admin/login HTTP/1.1[0m" 302 -
2026-08-07 16:03:21,261 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "GET /admin HTTP/1.1" 200 -
2026-08-07 16:03:21,276 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "GET /static/css/style.css?v=23 HTTP/1.1" 200 -
2026-08-07 16:03:21,282 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "GET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1" 200 -
2026-08-07 16:03:21,283 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:03:21,283 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "GET /static/css/dashboard-onboarding.css?v=rc1-2 HTTP/1.1" 200 -
2026-08-07 16:03:21,551 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:21,563 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:21] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:03:26,911 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:26] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:29,570 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:29] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:30,858 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:30] "GET /admin/equipe HTTP/1.1" 200 -
2026-08-07 16:03:30,869 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:30] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:03:30,872 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:30] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:03:30,881 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:30] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:03:30,892 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:30] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:03:30,894 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:30] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:32,983 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:32] "GET /admin/barbearia HTTP/1.1" 200 -
2026-08-07 16:03:32,993 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:32] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:03:33,002 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:33] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:03:33,003 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:33] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:03:33,040 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:33] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:03:33,046 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:33] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:41,381 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:41] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:41,385 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:41] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:47,244 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:47] "[36mGET /static/img/favicon.png HTTP/1.1[0m" 304 -
2026-08-07 16:03:49,055 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:49] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:03:57,045 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:03:57] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:25,680 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:25] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:29,048 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:29] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:37,045 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:37] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:40,442 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "GET /admin HTTP/1.1" 200 -
2026-08-07 16:04:40,456 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:40,459 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:40,460 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "[36mGET /static/css/dashboard-onboarding.css?v=rc1-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:40,463 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:40,479 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:40,481 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:40] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:43,535 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "GET /admin/agenda HTTP/1.1" 200 -
2026-08-07 16:04:43,546 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:43,554 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:43,567 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:43,567 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "GET /static/js/agenda.js?v=9 HTTP/1.1" 200 -
2026-08-07 16:04:43,578 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "GET /static/css/agenda-premium.css?v=4 HTTP/1.1" 200 -
2026-08-07 16:04:43,635 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:43,645 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:43] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:46,239 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:46] "GET /admin/funcionarios HTTP/1.1" 200 -
2026-08-07 16:04:46,250 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:46] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:46,254 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:46] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:46,261 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:46] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:46,285 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:46] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:46,290 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:46] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:47,284 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "GET /admin/crm HTTP/1.1" 200 -
2026-08-07 16:04:47,295 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "GET /static/css/crm-dashboard.css?v=1 HTTP/1.1" 200 -
2026-08-07 16:04:47,300 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:47,302 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:47,309 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:47,312 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "GET /static/js/crm-dashboard.js?v=1 HTTP/1.1" 200 -
2026-08-07 16:04:47,367 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:47,369 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:47] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:48,661 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:48] "GET /admin/servicos HTTP/1.1" 200 -
2026-08-07 16:04:48,675 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:48] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:48,678 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:48] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:48,680 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:48] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:48,702 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:48] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:48,708 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:48] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:49,669 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "GET /admin/fidelidade HTTP/1.1" 200 -
2026-08-07 16:04:49,681 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:49,683 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "GET /static/css/fidelidade.css HTTP/1.1" 200 -
2026-08-07 16:04:49,687 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:49,695 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "GET /static/js/fidelidade.js HTTP/1.1" 200 -
2026-08-07 16:04:49,715 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:49,786 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:49,831 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:49] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:50,641 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "GET /admin/fidelidade HTTP/1.1" 200 -
2026-08-07 16:04:50,666 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:50,679 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:50,679 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:50,683 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "[36mGET /static/css/fidelidade.css HTTP/1.1[0m" 304 -
2026-08-07 16:04:50,687 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "[36mGET /static/js/fidelidade.js HTTP/1.1[0m" 304 -
2026-08-07 16:04:50,708 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:50,716 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:50] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:51,577 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "GET /admin/fidelidade HTTP/1.1" 200 -
2026-08-07 16:04:51,592 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:51,595 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:51,602 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:51,612 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "[36mGET /static/css/fidelidade.css HTTP/1.1[0m" 304 -
2026-08-07 16:04:51,606 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "[36mGET /static/js/fidelidade.js HTTP/1.1[0m" 304 -
2026-08-07 16:04:51,653 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:51,664 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:51] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:52,353 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:52] "GET /admin/servicos HTTP/1.1" 200 -
2026-08-07 16:04:52,367 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:52] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:52,377 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:52] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:52,377 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:52] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:52,400 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:52] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:52,404 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:52] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:57,059 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "GET /admin/comunicacao/whatsapp HTTP/1.1" 200 -
2026-08-07 16:04:57,071 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "GET /static/css/whatsapp.css?v=rc2-4 HTTP/1.1" 200 -
2026-08-07 16:04:57,076 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:04:57,086 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:04:57,087 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:04:57,094 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "GET /static/js/whatsapp.js?v=rc2-4 HTTP/1.1" 200 -
2026-08-07 16:04:57,102 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:04:57,112 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:04:57,126 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:04:57] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:05:05,562 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:05] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:05:13,570 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:13] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:05:21,559 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:21] "GET /admin/comunicacao/whatsapp/status HTTP/1.1" 200 -
2026-08-07 16:05:22,900 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:22] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:05:24,331 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:24] "GET /admin/relatorios HTTP/1.1" 200 -
2026-08-07 16:05:24,342 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:24] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:05:24,348 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:24] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:05:24,348 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:24] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:05:24,376 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:24] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:05:24,383 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:24] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:05:28,832 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:28] "GET /admin/barbearia HTTP/1.1" 200 -
2026-08-07 16:05:28,848 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:28] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:05:28,860 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:28] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:05:28,869 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:28] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:05:28,880 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:28] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:05:28,890 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:28] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:05:36,888 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:36] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
2026-08-07 16:05:44,130 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "[32mPOST /admin/barbearia HTTP/1.1[0m" 302 -
2026-08-07 16:05:44,138 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "GET /admin/barbearia HTTP/1.1" 200 -
2026-08-07 16:05:44,157 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "[36mGET /static/img/bytech-agenda-icon.png HTTP/1.1[0m" 304 -
2026-08-07 16:05:44,158 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "[36mGET /static/css/style.css?v=23 HTTP/1.1[0m" 304 -
2026-08-07 16:05:44,159 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "[36mGET /static/css/design-system.css?v=rc2-3-2 HTTP/1.1[0m" 304 -
2026-08-07 16:05:44,185 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "[35m[1mGET /static/sounds/notification_message-nada-9-326002.mp3?v=20 HTTP/1.1[0m" 206 -
2026-08-07 16:05:44,189 | INFO | werkzeug | 127.0.0.1 - - [07/Aug/2026 16:05:44] "GET /admin/api/ultimo-agendamento HTTP/1.1" 200 -
